product_id,product_name,purchased_date,product_category,customer_id,customer_email
VXAV-02537110,Tablet BenQ X4T,2014-04-26,Health & Sports,,john23@example.org
LLQE-81657077,Tablet Samsung SmartX,2013-05-20,Home Appliances,,calexander@example.org
BCBS-25189049,GPS Samsung 456ty,2019-01-02,Health & Sports,,toddhinton@example.org
HILV-46235151,Headphones Motorola X4T,2015-05-14,Electronics,447-60-9501,
ZFDB-09308767,Tablet BenQ SmartX,2018-05-02,Health & Sports,682-49-1278,
LBPL-90413188,GPS Sony S10,2018-05-05,Electronics,307-67-6945,
HEQC-66758565,Tablet BenQ X10,2015-06-12,Electronics,,camposjennifer@example.org
JYSA-65165392,Computer BenQ S10,2014-08-27,Home Appliances,,santanajonathan@example.net
POGB-65819254,Tablet Motorola X4T,2017-12-28,Electronics,,floresolivia@example.org
HXLA-70944139,Smartwatch Apple X4T,2019-11-17,Electronics,427-05-9300,
XGRH-94177228,Tablet Sony S10,2017-10-06,Home Appliances,185-08-8551,
IPKY-09397594,GPS Sony X4T,2019-12-02,Home Appliances,232-05-0610,
ZKQE-87133986,Headphones Samsung 456ty,2018-03-28,Home Appliances,250-78-3118,
TUOW-07339918,Computer BenQ X10,2018-06-12,Health & Sports,483-25-9719,
OSMX-73026817,Smartwatch LG X10,2020-08-04,Electronics,618-46-9197,
LGDS-00145683,TV LG d95,2019-01-26,Home Appliances,435-23-2761,
PLUG-54395517,GPS LG X10,2014-07-20,Home Appliances,173-13-0743,
SCEG-03904181,Monitor BenQ 456ty,2018-08-11,Health & Sports,077-46-8076,
VVBH-91653833,Monitor Motorola X10,2012-10-25,Home Appliances,,burkeandrea@example.org
AFVG-39070978,Monitor Samsung 456ty,2017-07-08,Electronics,,russell33@example.com
INJG-61807969,Cell Phone Samsung S10,2014-11-26,Health & Sports,081-32-3784,
AJYV-45973321,Tablet Samsung S10,2016-07-17,Home Appliances,199-18-2341,
ZKVW-57263470,TV Apple S10,2016-11-28,Home Appliances,569-46-7610,
RMXT-78416526,GPS LG SmartX,2012-09-18,Home Appliances,,ssanchez@example.com
OFMC-83324298,Headphones BenQ S10,2016-05-19,Home Appliances,566-52-7222,
ZRMB-74369172,Headphones Sony d95,2021-09-27,Health & Sports,875-65-6169,
KKQT-39583134,Computer LG SmartX,2016-11-13,Home Appliances,,ecarr@example.net
MGAL-10576466,Tablet Sony 456ty,2016-06-20,Electronics,,reneemartin@example.org
PTWO-05439098,Smartwatch Sony 456ty,2016-03-20,Health & Sports,,lsantos@example.net
BYTW-13335693,TV BenQ X10,2014-03-08,Health & Sports,,kelly98@example.net
SIGT-78098979,Tablet Apple S10,2015-11-06,Health & Sports,,nicholaspatterson@example.org
YOWA-15955926,Smartwatch BenQ d95,2019-05-01,Home Appliances,,elizabethsmith@example.net
WUOB-36227239,Monitor Samsung X10,2016-03-22,Health & Sports,,davidgilmore@example.org
ETRK-52314056,GPS Sony X4T,2013-06-16,Health & Sports,,tiffany83@example.com
QPIX-62870868,Tablet Sony 456ty,2017-09-11,Electronics,410-63-5624,
CZND-21435348,Monitor Motorola SmartX,2020-04-19,Home Appliances,804-94-3248,
SHVW-04872110,Smartwatch Apple S10,2014-10-19,Health & Sports,,janetlopez@example.com
EPFY-98057623,Monitor Motorola SmartX,2013-10-30,Health & Sports,,jasonhess@example.com
QRHG-38668195,TV Samsung X4T,2020-03-07,Home Appliances,345-56-2605,
LFBA-44278258,Cell Phone LG SmartX,2021-01-30,Home Appliances,643-48-8746,
VBIJ-03528475,Cell Phone LG S10,2014-02-05,Health & Sports,,victoria68@example.net
BXCD-33189557,GPS Apple X10,2021-04-18,Electronics,588-19-7654,
OFKX-07345751,TV Apple 456ty,2020-12-31,Home Appliances,,alexandersteven@example.com
JQMC-60245389,TV Apple d95,2015-02-25,Health & Sports,,nnunez@example.net
LQMD-25439309,Headphones Sony X4T,2014-03-18,Home Appliances,,laurawalker@example.com
LQSE-71235827,GPS Samsung d95,2016-12-17,Electronics,728-27-0195,
QAPR-51151641,Tablet Sony 456ty,2019-03-13,Health & Sports,547-75-6611,
ADML-16139446,Cell Phone Sony 456ty,2016-02-27,Electronics,,wwood@example.net
YTTQ-72273268,Headphones Motorola 456ty,2021-01-20,Home Appliances,,bhenry@example.net
JXJO-53045134,TV LG 456ty,2016-04-15,Health & Sports,090-40-0580,
WCYL-29814628,TV Sony 456ty,2020-06-08,Electronics,,taraklein@example.com
OKWX-86542181,GPS Apple d95,2012-09-06,Health & Sports,,shari19@example.org
QUZO-39222561,Monitor Samsung X4T,2019-01-09,Home Appliances,181-82-4090,
NQKD-43522781,Headphones LG 456ty,2021-06-27,Health & Sports,112-62-6374,
DKAO-26969619,Computer Apple d95,2016-01-09,Health & Sports,,caseywilliams@example.org
MIEE-54297458,Computer Sony X10,2016-09-23,Health & Sports,,julia11@example.org
PHVB-08996261,Tablet Samsung X4T,2017-12-29,Health & Sports,636-13-0794,
AZUD-59922418,Smartwatch Sony 456ty,2021-05-17,Health & Sports,,erikwatson@example.org
RPQT-43592890,Smartwatch BenQ SmartX,2016-06-02,Health & Sports,,morrowjessica@example.net
JMPG-00343728,Headphones Motorola X10,2012-12-21,Health & Sports,118-97-4639,
OBGD-53782605,Monitor Apple X4T,2017-05-12,Health & Sports,,garciavirginia@example.org
YXGB-05240021,TV Motorola S10,2015-07-13,Home Appliances,707-45-2023,
WZLB-18384547,Smartwatch Sony X4T,2015-02-04,Home Appliances,562-18-1384,
UVXB-42919802,TV Apple SmartX,2015-03-07,Home Appliances,,hbell@example.net
AUEG-14932234,Monitor Motorola SmartX,2019-06-23,Home Appliances,261-55-1485,
MRCJ-10835093,Smartwatch Sony S10,2014-10-28,Electronics,,sbrown@example.net
USKX-00800051,GPS BenQ 456ty,2012-10-16,Electronics,,wardjohn@example.net
VDOK-55655036,TV LG 456ty,2012-06-25,Home Appliances,,tuckerbrandi@example.net
MOAV-41172199,Monitor Motorola SmartX,2013-07-03,Electronics,382-94-5814,
HFBN-93876849,Monitor Sony SmartX,2018-03-14,Health & Sports,818-57-2173,
SHSS-47755417,GPS Samsung X4T,2018-09-25,Home Appliances,471-44-5164,
XWUY-76258279,Smartwatch Samsung d95,2015-06-01,Home Appliances,,williamsonkristen@example.net
EFCU-93725442,Tablet Samsung 456ty,2020-04-09,Electronics,,scott27@example.com
AMEA-58103838,Smartwatch Apple X10,2018-08-24,Electronics,242-80-8700,
JHMK-01224134,Computer LG X10,2020-10-24,Home Appliances,,hillkelly@example.net
FBRT-35855528,Cell Phone BenQ X10,2013-04-25,Home Appliances,121-18-6761,
VPZK-01807084,Smartwatch Sony 456ty,2018-03-07,Health & Sports,,mark74@example.org
IJPD-24398672,Monitor Sony d95,2022-04-18,Health & Sports,,nicole39@example.net
JYNF-29681040,Headphones Sony S10,2013-02-23,Home Appliances,895-28-7834,
OGWD-95140175,Headphones BenQ d95,2015-03-06,Home Appliances,618-97-9313,
LVKG-70445622,TV BenQ d95,2020-05-01,Home Appliances,,dianeliu@example.org
YGWZ-16536599,Headphones Apple 456ty,2020-06-02,Electronics,628-82-3617,
NCCL-69428015,TV Motorola 456ty,2016-10-30,Home Appliances,218-81-6378,
RWKH-68848086,Computer Motorola X10,2013-10-11,Home Appliances,652-75-7518,
IRYN-50084994,Smartwatch BenQ 456ty,2020-03-12,Health & Sports,,kyle99@example.org
GXAX-36838371,Cell Phone Motorola 456ty,2018-08-17,Health & Sports,886-73-5024,
AYUJ-80991597,Headphones Sony d95,2018-11-06,Health & Sports,,alexis52@example.com
RBYP-49104602,Monitor Sony S10,2014-01-13,Home Appliances,,lwheeler@example.org
DHNO-12544568,Computer Samsung d95,2021-07-21,Electronics,,victor66@example.com
NKEW-34557012,Smartwatch Apple SmartX,2016-09-08,Electronics,,jeffreyjimenez@example.net
DOMY-52387746,TV Apple d95,2020-06-04,Home Appliances,184-58-6383,
COOA-07311527,Cell Phone Sony X4T,2017-12-17,Health & Sports,,ymurphy@example.org
CZLO-85097540,Cell Phone BenQ X10,2021-06-23,Health & Sports,888-62-8015,
DQUB-13879366,Smartwatch Sony X10,2013-12-05,Electronics,,clinerobin@example.com
ANQJ-78203857,Computer LG X4T,2022-05-23,Electronics,669-36-6706,
JEYC-88041844,TV Apple d95,2013-07-25,Home Appliances,,ryanlarsen@example.com
MINH-48654451,GPS Apple SmartX,2021-04-16,Health & Sports,562-42-8136,
FUDB-08437122,Smartwatch Sony X4T,2014-03-20,Electronics,,brandonmartinez@example.com
PSCC-40378295,Monitor Apple X4T,2018-08-02,Electronics,,dfrank@example.org
BSVN-11749623,Smartwatch BenQ d95,2020-10-07,Home Appliances,,nancywolfe@example.org
PVYP-09106901,TV Samsung d95,2015-10-28,Electronics,,clarkgary@example.com
EIWL-41789717,TV LG S10,2017-12-02,Home Appliances,291-67-1707,
IMXG-67984876,Smartwatch LG SmartX,2018-09-01,Health & Sports,,johnsonsusan@example.net
QKZH-56698050,Smartwatch BenQ d95,2022-04-22,Electronics,197-62-5178,
BSQP-30920592,TV Samsung X4T,2020-08-12,Electronics,,michael56@example.net
VPRJ-61432185,TV Apple S10,2021-01-22,Health & Sports,,mariaalexander@example.org
PCPC-55906054,GPS Samsung S10,2016-06-25,Health & Sports,087-99-9086,
VCVE-61039243,Headphones LG 456ty,2018-01-21,Electronics,419-97-7084,
GOPV-02501420,GPS BenQ d95,2016-04-24,Home Appliances,,sherri42@example.org
RJVE-29353340,Computer BenQ X4T,2020-10-15,Electronics,578-94-4172,
YXCU-38714123,Cell Phone Apple d95,2014-12-31,Home Appliances,204-01-7920,
ZDEE-99045745,Headphones BenQ X4T,2020-10-13,Electronics,082-53-8183,
CUMN-90528098,Cell Phone Sony 456ty,2016-04-29,Home Appliances,724-03-9634,
QBAK-25978959,Headphones Sony d95,2016-01-03,Home Appliances,,gregory17@example.com
TAZS-59630868,Cell Phone Sony 456ty,2019-10-25,Electronics,426-05-7159,
WZLH-70145166,Computer Samsung d95,2014-03-09,Health & Sports,,martinezmichael@example.org
ALSV-65592566,Smartwatch Samsung SmartX,2017-09-13,Electronics,,sherri53@example.net
CIEO-12034755,TV Apple SmartX,2021-03-09,Electronics,116-12-9649,
UBOV-07973598,Smartwatch Sony S10,2013-07-19,Home Appliances,,derrick76@example.com
EHQP-21979952,Computer Motorola 456ty,2014-11-05,Health & Sports,803-71-5759,
HKOQ-90875566,GPS BenQ 456ty,2021-08-09,Home Appliances,,vgarcia@example.com
EEHW-95118570,Cell Phone Sony 456ty,2021-07-25,Health & Sports,399-16-8680,
BJUH-24766135,TV Samsung X4T,2019-03-09,Health & Sports,668-85-8201,
XXCJ-53685201,Cell Phone LG X10,2019-08-31,Home Appliances,081-46-5001,
MZMZ-71555869,Computer Samsung SmartX,2019-09-28,Home Appliances,,monroemichael@example.org
XKPF-61263075,Tablet BenQ S10,2015-05-16,Health & Sports,441-98-1420,
UXZU-44605886,Cell Phone Apple d95,2012-07-20,Health & Sports,,msmith@example.com
QBAK-78172338,Smartwatch Motorola 456ty,2018-05-24,Electronics,106-27-4102,
DFLK-88316254,TV BenQ d95,2018-04-03,Electronics,484-81-2314,
PLPX-52214332,Computer Motorola SmartX,2013-11-04,Electronics,,monicahernandez@example.org
IUAG-67794150,Tablet Motorola SmartX,2013-09-15,Electronics,884-15-0134,
XOSC-86772481,TV Motorola X10,2022-01-06,Electronics,,moorehenry@example.com
CUWK-78653885,Smartwatch Apple X10,2020-11-17,Home Appliances,,brucechang@example.com
ZCOD-49677484,GPS Sony d95,2016-08-05,Health & Sports,,stevenellison@example.net
DVJR-41124385,Tablet LG SmartX,2015-12-31,Health & Sports,300-10-0789,
VRRQ-91395657,Headphones BenQ X10,2012-08-17,Health & Sports,413-44-5462,
NJQB-20179646,TV Motorola 456ty,2018-10-26,Home Appliances,730-76-2430,
KDKU-42090665,Monitor Samsung 456ty,2021-08-17,Health & Sports,,sandra40@example.net
ISET-22031918,Smartwatch LG 456ty,2019-12-22,Home Appliances,503-86-9679,
RGLI-36567288,Headphones Apple S10,2016-12-19,Home Appliances,592-06-6350,
DEPE-37651946,Headphones Sony S10,2014-12-05,Electronics,,jclements@example.com
XZWV-67156746,Computer LG d95,2017-02-05,Home Appliances,,martinbrittany@example.org
SBNO-35535072,Tablet Sony 456ty,2019-09-18,Electronics,007-02-8242,
HWZK-68381837,Monitor Samsung X4T,2019-09-09,Home Appliances,,gcox@example.net
UKIB-07420661,GPS BenQ d95,2014-08-02,Electronics,,montoyalaura@example.net
UXXC-93285798,Smartwatch LG 456ty,2015-12-31,Health & Sports,489-95-6192,
BHQR-23200878,Tablet Sony SmartX,2015-04-10,Electronics,,melendezbryan@example.org
AVON-60492844,Computer Samsung d95,2016-07-01,Home Appliances,846-06-5444,
ZLSV-24574427,Monitor BenQ 456ty,2019-03-10,Health & Sports,,thomasthornton@example.net
GRSO-20126124,Cell Phone Motorola 456ty,2018-08-26,Health & Sports,638-65-2066,
JUMF-70071072,Smartwatch Sony X4T,2015-01-31,Electronics,,lellis@example.org
MRJR-35373569,Headphones Samsung X10,2014-09-16,Health & Sports,798-06-3845,
IUWW-80283891,Monitor LG S10,2016-05-14,Electronics,,hburns@example.com
IJMY-96316018,Headphones Apple d95,2018-01-13,Electronics,302-75-5484,
ECOK-29527587,Smartwatch Apple d95,2014-02-24,Health & Sports,,pagesteven@example.com
QRTH-57959755,Computer LG 456ty,2012-06-08,Home Appliances,,benjamin33@example.com
SGEN-48185178,TV Sony X4T,2017-01-10,Home Appliances,,maldonadojason@example.net
GYIK-59790364,TV Motorola SmartX,2021-06-21,Home Appliances,,anita96@example.org
OYTB-98344680,Tablet Apple X10,2020-02-27,Electronics,,greentara@example.net
GGQL-06815787,Headphones Samsung S10,2013-12-21,Health & Sports,,walkerdanielle@example.com
NWPG-79946363,Cell Phone LG d95,2015-09-12,Electronics,,anthony50@example.net
CTDQ-67902334,Smartwatch LG X10,2016-07-28,Home Appliances,,daniellehughes@example.org
USYX-08405185,Headphones LG d95,2012-06-17,Home Appliances,,williamkline@example.com
VXWS-78276957,Computer LG X10,2019-08-21,Home Appliances,605-99-9771,
EFGG-96833164,Cell Phone Motorola d95,2016-10-07,Health & Sports,,jessicaatkins@example.net
HDSH-83831054,TV LG 456ty,2019-02-08,Health & Sports,400-18-7691,
ZJSE-61715443,Tablet Motorola d95,2020-03-08,Electronics,784-94-1703,
AKLL-44948205,TV Apple X10,2018-01-18,Home Appliances,235-74-1643,
FANW-71787827,Tablet Samsung X10,2016-01-20,Home Appliances,,kaufmananne@example.net
TKZM-82841916,Headphones Motorola d95,2015-02-21,Electronics,498-28-5771,
GZQO-22941135,Monitor Motorola S10,2015-03-25,Home Appliances,535-33-9123,
LXCQ-22925184,Headphones Apple X4T,2021-12-08,Health & Sports,,jonestammy@example.com
IJJL-14873843,Monitor Sony X10,2021-06-02,Electronics,,taylorpaul@example.org
SUXS-72766891,Tablet BenQ X4T,2014-05-20,Home Appliances,,theresanavarro@example.org
CWML-13992690,GPS Samsung X4T,2013-02-10,Electronics,,michael35@example.net
ATWG-00598075,Cell Phone Motorola X4T,2021-05-08,Home Appliances,048-66-8949,
ZUEM-33444754,Computer Sony X10,2014-10-20,Home Appliances,741-30-4678,
MFLC-07841560,Headphones BenQ X4T,2019-08-31,Electronics,035-88-3918,
KAPG-99786288,TV LG d95,2016-07-19,Home Appliances,,anthony50@example.org
SDKE-15680567,Smartwatch Samsung 456ty,2013-08-28,Health & Sports,,hollybrown@example.net
ORJV-80081047,GPS Samsung SmartX,2018-11-18,Electronics,001-57-0003,
LCTY-60876845,Cell Phone BenQ X10,2018-01-02,Electronics,,madelineolson@example.com
DRIK-69497036,Tablet Sony X10,2018-10-28,Home Appliances,,thomaswarren@example.net
AYQH-92990634,Cell Phone Sony S10,2017-09-15,Health & Sports,,abigail17@example.org
EBQA-74377105,Tablet BenQ X4T,2017-09-29,Home Appliances,619-57-1497,
ORKB-72387051,Monitor Sony 456ty,2014-11-16,Health & Sports,,caseyoliver@example.net
UYLC-78562457,Monitor Motorola X4T,2016-09-18,Home Appliances,452-56-9844,
GBPT-78106524,Smartwatch Motorola SmartX,2021-09-28,Electronics,,eric48@example.com
KOOX-02612409,Computer Sony X10,2016-07-05,Electronics,106-39-5619,
RMFZ-14162761,TV BenQ 456ty,2013-03-03,Home Appliances,236-99-4141,
NXJB-13569389,Computer Motorola SmartX,2017-06-19,Home Appliances,,abigail56@example.org
JJDT-61494033,GPS LG d95,2020-02-19,Health & Sports,,sarah51@example.org
BGVG-43944616,GPS Samsung d95,2013-01-28,Health & Sports,849-63-1740,
GVBK-47695618,TV BenQ d95,2021-04-23,Health & Sports,,brandon66@example.org
YVIX-40839217,Headphones LG SmartX,2021-09-23,Home Appliances,686-33-4058,
UKDX-51957298,Smartwatch Samsung d95,2021-03-01,Health & Sports,,faith83@example.net
GWBO-28937213,TV Apple SmartX,2013-03-26,Home Appliances,638-40-0081,
UKZX-66143505,TV Sony d95,2014-11-30,Health & Sports,589-40-4188,
QXZZ-48195823,TV Motorola X4T,2017-08-24,Electronics,399-93-2909,
FPXK-28161904,Computer LG X4T,2017-06-26,Home Appliances,,rowens@example.net
HBDE-80390484,TV BenQ SmartX,2017-09-14,Electronics,,amy48@example.com
ZNTJ-61902826,Monitor Samsung 456ty,2021-06-19,Health & Sports,,mary90@example.org
AKEZ-42183655,TV LG d95,2017-09-12,Health & Sports,273-99-6329,
MXOJ-85331487,Monitor LG SmartX,2020-08-16,Health & Sports,,montgomerypeter@example.com
WJBC-95657891,Headphones Samsung S10,2015-10-04,Electronics,225-20-4480,
KXOU-65804438,Computer Sony X10,2016-03-12,Electronics,,erikbailey@example.org
GPQE-47122581,Monitor Sony S10,2022-02-16,Health & Sports,,jacksonmichael@example.org
OIHB-13097103,Cell Phone Apple X4T,2021-01-12,Home Appliances,776-05-4025,
TCXY-60392849,Monitor BenQ S10,2016-07-19,Home Appliances,842-41-8533,
MVUX-30011432,Headphones LG d95,2020-10-04,Home Appliances,,smithlisa@example.org
OYYK-04664301,Monitor Sony X4T,2018-10-19,Home Appliances,,thouston@example.org
NJLW-23517384,Smartwatch Motorola S10,2018-08-08,Electronics,,christina29@example.org
XUCG-17366287,Tablet BenQ S10,2015-01-08,Home Appliances,043-07-3218,
ABFF-75492402,TV Sony X4T,2018-03-13,Health & Sports,,laura96@example.com
GDXG-94514295,Computer LG X10,2018-10-25,Health & Sports,,jenniferyang@example.net
NCOM-85506012,Smartwatch Motorola X4T,2020-04-08,Home Appliances,,pwilliams@example.net
OHCW-97897477,Smartwatch Motorola S10,2021-12-26,Health & Sports,,bradleysmith@example.com
TJNE-67275590,Computer Sony d95,2021-05-17,Home Appliances,167-04-4481,
DXSQ-19731050,Cell Phone Samsung X4T,2020-12-12,Electronics,,villarrealjeff@example.com
OCIR-97432827,Tablet LG d95,2014-02-07,Home Appliances,,kevin26@example.net
ZQHM-32356619,GPS Motorola X10,2019-10-12,Electronics,303-13-5590,
TCVC-49208854,Computer Samsung X10,2015-10-31,Health & Sports,,teresajenkins@example.net
YGPR-74257094,Smartwatch Sony X10,2021-03-28,Home Appliances,,adam15@example.org
PQOO-44576011,Headphones Sony SmartX,2017-12-29,Electronics,599-19-2814,
YELI-30664883,Headphones BenQ d95,2022-01-14,Electronics,,garciavirginia@example.org
ROWQ-14487685,Cell Phone Motorola X10,2013-08-15,Electronics,,sarahrogers@example.net
QZHV-30732431,Headphones Motorola S10,2021-11-06,Health & Sports,345-91-0764,
HHBW-67188511,Cell Phone Samsung X4T,2014-11-02,Health & Sports,,vdiaz@example.com
OZHA-80321737,Smartwatch Motorola SmartX,2014-03-10,Health & Sports,238-24-1038,
KPIG-15378360,Computer Motorola X10,2013-08-12,Home Appliances,818-53-1253,
HUPQ-90724024,Cell Phone Samsung S10,2017-12-27,Home Appliances,324-69-6705,
IKNO-53689885,GPS Samsung X10,2019-05-26,Health & Sports,,regina95@example.net
BFET-19357860,Smartwatch Sony SmartX,2022-03-07,Home Appliances,,xcolon@example.com
UPXL-92229094,Headphones Sony X10,2017-08-30,Electronics,,pattersonjoseph@example.org
OREB-50582141,GPS Motorola X4T,2016-05-21,Home Appliances,,rodriguezkenneth@example.net
DQCN-52418696,TV Apple X4T,2016-01-27,Health & Sports,634-27-3137,
QRXZ-16937688,Tablet Sony S10,2021-11-08,Home Appliances,,emilysalazar@example.org
DNRF-63843492,Tablet BenQ d95,2012-07-03,Electronics,,grahammark@example.net
ZCHK-91609716,TV Samsung X10,2013-01-12,Electronics,,mcastro@example.net
WYYQ-29196338,Cell Phone Samsung SmartX,2019-02-01,Home Appliances,,brendagonzales@example.com
VEGK-13017237,TV Motorola X4T,2013-02-20,Electronics,,james01@example.com
KBNV-25418595,TV LG SmartX,2019-10-28,Electronics,,aleclewis@example.org
DQDC-36430447,Headphones Samsung SmartX,2021-07-09,Electronics,288-26-7859,
ZQMI-84489225,Smartwatch Sony d95,2012-08-04,Health & Sports,,darrell77@example.com
PYHJ-00982242,Smartwatch LG X10,2019-06-12,Home Appliances,,mendozalisa@example.com
JWPE-08921789,Tablet Apple X10,2014-01-27,Home Appliances,,christine51@example.net
XWPZ-15452997,Tablet Apple X10,2019-07-31,Electronics,451-25-5210,
VIQK-34537878,Cell Phone Samsung SmartX,2021-10-18,Health & Sports,,brianmiller@example.com
KJZQ-30030516,Computer Apple SmartX,2021-04-04,Health & Sports,217-17-1458,
IBYR-91694140,Headphones Apple 456ty,2021-05-03,Health & Sports,,ktaylor@example.org
JZJP-44280426,Tablet Motorola S10,2016-12-30,Health & Sports,567-60-4329,
LQBW-85277575,Monitor LG X4T,2021-09-05,Electronics,072-07-3952,
JKAG-22535869,GPS Sony 456ty,2014-11-03,Electronics,322-63-7971,
IRSY-31447498,Cell Phone LG S10,2013-04-19,Health & Sports,116-44-4378,
PPIN-39389626,Computer Motorola 456ty,2019-05-16,Electronics,140-95-2227,
YTGE-52249382,Cell Phone BenQ X10,2013-12-22,Electronics,,fmartin@example.net
QXBS-95506394,GPS Motorola S10,2021-10-23,Electronics,262-41-4784,
EORY-47013907,Tablet Motorola 456ty,2016-01-13,Health & Sports,279-52-8471,
CMOE-47088802,Tablet LG 456ty,2014-08-12,Home Appliances,349-97-6152,
ISWD-26934281,Monitor BenQ X4T,2019-11-18,Health & Sports,,yramos@example.net
YBGD-26810262,GPS Samsung d95,2021-03-27,Health & Sports,808-57-7203,
HRIZ-84871587,Monitor BenQ X4T,2015-07-16,Home Appliances,,bfowler@example.org
RJJA-62950364,Tablet Apple S10,2020-05-30,Electronics,,owalker@example.com
CIDO-32849321,GPS LG X10,2013-11-23,Electronics,,markhicks@example.com
NIPV-29857110,GPS Motorola S10,2012-12-25,Health & Sports,318-81-5774,
FHOY-57092837,Smartwatch Sony X10,2019-01-03,Health & Sports,,jonathan08@example.net
DJCM-90280279,Computer Samsung d95,2019-07-04,Electronics,,elizabeth76@example.org
BRZX-87335524,Monitor Samsung d95,2013-06-17,Home Appliances,,alutz@example.net
MOGN-58261430,Tablet Sony d95,2013-11-03,Home Appliances,,jonathan32@example.org
JIMK-10642837,Computer BenQ d95,2020-11-01,Home Appliances,,timothynelson@example.com
MGCZ-39833613,Computer LG 456ty,2016-06-24,Health & Sports,677-48-3539,
HHOV-61454614,Computer Apple 456ty,2012-12-16,Home Appliances,,frank10@example.net
NNHQ-43432678,Monitor Sony 456ty,2013-05-13,Home Appliances,023-14-4556,
ORCS-21610929,Computer Samsung SmartX,2013-08-02,Home Appliances,,robertrichards@example.org
WOKY-45259003,Headphones BenQ X10,2017-01-31,Home Appliances,664-79-4020,
NOJY-50463759,Tablet Samsung X10,2018-10-01,Electronics,,browntyler@example.net
ELPT-47880278,Computer Apple X10,2019-06-18,Health & Sports,300-50-4465,
EAYP-61118676,Headphones Sony SmartX,2018-12-10,Health & Sports,282-72-3228,
OAKS-56573213,TV BenQ SmartX,2020-07-28,Electronics,,johnsonjeremiah@example.com
LHMQ-16476887,Cell Phone Samsung 456ty,2018-03-02,Health & Sports,,sancheznoah@example.net
SQSL-22216486,GPS BenQ 456ty,2019-01-01,Electronics,612-36-0205,
PMXM-48499375,Monitor Apple X4T,2016-01-14,Health & Sports,152-57-3465,
ZRSM-68207510,Tablet Motorola d95,2013-04-03,Home Appliances,687-97-0139,
SEXR-19056944,Cell Phone BenQ X10,2018-03-21,Health & Sports,,melanie35@example.org
AQFN-98819286,TV Apple S10,2013-02-27,Home Appliances,525-60-6000,
GQSE-59254507,Computer Apple X4T,2019-04-24,Electronics,,michaelgriffith@example.net
VVTZ-58662330,TV Sony X10,2012-07-26,Home Appliances,863-38-2193,
TNWI-01413882,Cell Phone LG S10,2020-09-13,Health & Sports,146-67-9026,
RPIY-23757182,Computer Apple SmartX,2022-04-01,Electronics,109-19-8817,
SDPZ-84974399,Tablet Apple X4T,2015-10-15,Home Appliances,743-19-2224,
XUTY-56478615,TV Sony SmartX,2020-03-14,Electronics,,ryan76@example.org
GFCK-93060485,Tablet Apple X4T,2019-08-16,Home Appliances,292-02-8838,
HMUJ-22324779,Monitor Apple 456ty,2019-08-06,Home Appliances,085-74-5688,
ZHPK-61747851,Tablet LG d95,2019-03-20,Electronics,192-01-8680,
PRJX-69983269,TV BenQ X4T,2014-06-30,Home Appliances,,earias@example.com
JRPU-51743275,Headphones Apple S10,2018-07-04,Electronics,584-18-4909,
CIZM-75104237,Computer Apple S10,2017-07-13,Health & Sports,,rarellano@example.com
FZTV-88996661,Cell Phone Apple S10,2015-12-15,Home Appliances,052-92-1984,
VVWS-70841654,Headphones Motorola S10,2021-01-14,Electronics,378-39-5605,
LONZ-34992933,Computer BenQ X10,2013-01-02,Electronics,182-52-6947,
EJOH-46471864,Cell Phone Apple S10,2018-08-24,Electronics,114-74-1048,
NDSK-60985830,Cell Phone BenQ d95,2012-11-08,Health & Sports,797-88-9415,
AFKI-11345968,Headphones LG X4T,2019-03-09,Health & Sports,,jenkinsgarrett@example.net
NFKX-32243536,Cell Phone LG X10,2014-06-04,Health & Sports,488-36-8754,
SPZD-77440047,Tablet LG SmartX,2015-06-18,Home Appliances,537-56-1183,
QHMH-73975412,Tablet Apple 456ty,2022-02-28,Health & Sports,,alee@example.net
XKHY-77055908,Cell Phone Motorola X10,2015-03-20,Home Appliances,,chad13@example.net
OGTQ-03244446,TV BenQ SmartX,2013-12-14,Health & Sports,819-08-4508,
IYKC-32151575,GPS LG X4T,2020-04-02,Home Appliances,,haydenjacob@example.net
QVCX-10022585,TV Sony S10,2019-08-11,Electronics,072-70-6336,
YIWU-76160498,Tablet Sony X4T,2018-09-14,Electronics,568-78-3106,
ZZJV-34232881,Smartwatch BenQ SmartX,2015-11-22,Electronics,652-81-3175,
MSNC-61629725,Smartwatch Sony S10,2020-04-12,Health & Sports,612-04-0096,
UCHG-17147664,Headphones BenQ X4T,2021-09-24,Electronics,799-15-2381,
NUHZ-79277623,Computer Samsung S10,2021-10-16,Health & Sports,,williamsronald@example.org
RPCN-60905494,Tablet LG S10,2016-03-03,Home Appliances,,garciaveronica@example.com
VUFI-00814529,GPS Motorola d95,2019-11-28,Electronics,029-09-9812,
ZCBX-68013047,TV BenQ d95,2018-03-30,Health & Sports,,andrew18@example.net
XEPF-24468316,Tablet LG 456ty,2016-08-19,Home Appliances,118-71-2885,
FVQT-42864681,Cell Phone Motorola 456ty,2019-02-14,Electronics,796-68-7012,
VRAI-43393192,Monitor Samsung d95,2020-03-16,Electronics,659-52-0120,
SYIR-14188322,Computer Motorola 456ty,2015-08-18,Electronics,,lhampton@example.org
ODEH-23188774,Smartwatch Apple S10,2021-12-26,Health & Sports,510-37-6908,
IALQ-25523296,Tablet Apple X10,2014-03-04,Home Appliances,,jackie07@example.org
